Title,Author,Barcode,"Item number (internal)","Permanent library","Shelving location","Call number","Not for loan","Lost status","Damaged status","Withdrawn status","Inventory number"
"Federico y su hermanita","Montes, Graciela",8335,5788,3326,"Sector infantil","I MON",,,0,0,
"Habia una vez","Montes, Graciela",8145,5171,3326,,"I MON",,,0,0,
"Había una vez una nube","Montes, Graciela",7219,3143,3326,CG,"I MON",,,0,0,
"Había una vez una reina","Montes, Graciela",8342,4997,3326,"Sector infantil","I MON",,,0,0,
"Hércules, el forzudo","Montes, Graciela",5828,58,3326,SALA,"I MON",,,0,0,
"Historia de Ali Baba y los cuarenta ladrones","Montes, Graciela",12113,5889,3326,"Sector infantil","I MON",,,0,0,
"Historia de un amor exagerado","Montes, Graciela",8434,4110,3326,,"I MON",,,0,0,
"Historia de un amor exagerado","Montes, Graciela",10681,5742,3326,"Sector infantil","I MON",,,0,0,
"Historia del paraguas","Montagut, Maurici",6784,2671,3326,CG,"I MON",,,0,0,
"Historias escondidas","Montero, José",10597,4744,3326,"Sector infantil","I MON",,,0,0,
"Jasón y los argonautas","Montes, Graciela",5832,62,3326,SALA,"I MON",,,0,0,
"Jasón y los argonautas","Montes, Graciela",5833,63,3326,SALA,"I MON",,,0,0,
"La batalla de los monstruos","Montes, Graciela",7840,3763,3326,CG,"I MON",,,0,0,
"La verdadera Historia del Ratón Feroz","Montes, Graciela",12124,5820,3326,"Sector infantil","I MON",,,0,0,
"Lo que cuentan los inuit","Monkman, Olga",6395,2068,3326,CG,"I MON",,,0,0,
"Más chiquito que una arveja, más grande que una ballena","Montes, Graciela",5646,1042,3326,SALA,"I MON",,,0,0,
"Mitología griega","Montes, Graciela",5814,38,3326,SALA,"I MON",,,0,0,
"Mitología griega","Montes, Graciela",386,1075,3326,SALA,"I MON",,,0,0,
"Mitología griega","Montes, Graciela",1639,1076,3326,SALA,"I MON",,,0,0,
"Mitología griega","Montes, Graciela",641,1077,3326,SALA,"I MON",,,0,0,
"Mitología griega","Montes, Graciela",384,1078,3326,SALA,"I MON",,,0,0,
"Mitología griega","Montes, Graciela",1643,1079,3326,SALA,"I MON",,,0,0,
"Mitología griega","Montes, Graciela",381,1080,3326,SALA,"I MON",,,0,0,
"Mitología griega","Montes, Graciela",1641,1081,3326,SALA,"I MON",,,0,0,
"Monstruos argentinos",,7552,3476,3326,CG,"I MON",,,0,0,
"Un cumpleaños perfecto","Montgomery, R.A",12239,6012,3326,"Sector infantil","I MON",,,0,0,
"Venancio vuela bajito","Montes, Graciela",12393,6100,3326,"Sector infantil","I MON",,,0,0,
"¿Qué es esto de la democracia?","Montes, Graciela",4289,1181,3326,SALA,"I MON",,,0,0,
"¿Qué es la deuda externa?","Montes, Graciela",2285,1178,3326,SALA,"I MON",,,0,0,
"¿Qué son los partidos políticos?","Montes, Graciela",5419,1182,3326,SALA,"I MON",,,0,0,
"La hoja viajera","Morel, Alicia",5692,1130,3326,SALA,"I MOR",,,0,0,
SuperTangram,"Moreno, Paula",9053,4070,3326,,"I MOR",,,0,0,
"Tadeo tomate y su amigo fantasma","Morocote, Marcos",8807,5678,3326,"Sector infantil","I MOR",,,0,0,
"Nanas para bichos inquietos","Moyano, Liliana",7369,3293,3326,CG,"I MOY",,,0,0,
"Regalos en goma eva","Muchut, Luis",9059,5173,3326,,"I MUC",,,0,0,
"Grandes Clásicos de oro disney",,12173,5915,3326,"Sector infantil","I MUL",,,0,0,
"Las más bellas canciones de cuna","Mullard, Celeste S.",7210,3134,3326,CG,"I MUL",,,0,0,
"Los guerreros de French","Muleriro, Vicente",8850,4743,3326,"Sector infantil","I MUL",,,0,0,
"Caperucita Roja, Verde, Amarilla, Azul y Blanca","Munari, Bruno",10989,4746,3326,"Sector infantil","I MUN",,,0,0,
"El mundo secreto de los gnomos",,7022,2946,3326,CG,"I MUN",,,0,0,
"Un mundo comunicado",,12228,5999,3326,"Sector infantil","I MUN",,,0,0,
"La escuela de las hadas","Nalé Roxlo, Conrado",6411,2084,3326,CG,"I NAL",,,0,0,
"El jilguero dorado","Narosky, Tito",7830,3753,3326,CG,"I NAR",,,0,0,
"Naricín en el bosque",,6047,1519,3326,SALA,"I NAR",,,0,0,
"El hechizo del libro maldito",Nik,11362,4376,3326,,"I NIK",,,0,0,
"El libro de Ágatha",Nik,11305,4734,3326,"Sector infantil","I NIK",,,0,0,
Gaturro,Nik,10084,4011,3326,,"I NIK",,,0,0,
"Gaturro ",Nik,8174,4012,3326,,"I NIK",,,0,0,
Gaturro,Nik,11853,5196,3326,,"I NIK",,,0,0,
"Gaturro 14",Nik,11338,4360,3326,,"I NIK",,,0,0,
"Gaturro 15 y el regreso a mundo gaturro",Nik,"11 328",4361,3326,,"I NIK",,,0,0,
"Gaturro 19",Nik,11139,4626,3326,"Sector infantil","I NIK",,,0,0,
"Gaturro 25",Nik,11302,4363,3326,,"I NIK",,,0,0,
"Gaturro 3",Nik,7717,3640,3326,CG,"I NIK",,,0,0,
"Gaturro 9",Nik,7718,3641,3326,CG,"I NIK",,,0,0,
"Gaturro atrapado en mundo gaturro",Nik,11287,4751,3326,"Sector infantil","I NIK",,,0,0,
"Gaturro en Halloween",Nik,11286,5343,3326,,"I NIK",,,0,0,
"Gaturro y el misterio de",Nik,8133,4584,3326,"Sector infantil","I NIK",,,0,0,
"Gaturro y el regreso al mundo gaturro",Nik,11328,4645,3326,"Sector infantil","I NIK",,,0,0,
"¡Cuidado con los elefantes!","Nilsson, Ulf",7239,3163,3326,CG,"I NIL",,,0,0,
"El Circo Criollo","Nine, Lucas",10776,4230,3326,,"I NIN",,,0,0,
"La leyenda del Rey Arturo","Noé, Ignacio",7958,5757,3326,"Sector infantil","I NOE",,,0,0,
"Dos cuentos con esqueleto","Nos, Marta",8812,3955,3326,,"I NOS",,,0,0,
"El gato de dios","Nos, Marta",7262,3186,3326,CG,"I NOS",,,0,0,
"Gusto por disgustar","Nos, Marta",9863,3982,3326,,"I NOS",,,0,0,
Rosalinde,"Nöstlinger, Christine",2324,3971,3326,,"I NÖS",,,0,0,
"¿De qué color es la cebra?","Novoa, Teresa",7838,3761,3326,CG,"I NOV",,,0,0,
Números,,8321,5776,3326,"Sector infantil","I NUM",,,0,0,
"Obras de teatro infantil",,7185,3109,3326,CG,"I OBR",,,0,0,
"Nace una sandía","Olavarría, Agustín",6185,1723,3326,SALA,"I OLA",,,0,0,
"Viaje en el bus intergaláctico","Oliver, Martín",5615,5277,3326,,"I OLI",,,0,0,
"El negro Tubuá y la Tomasa","Orgambide, Pedro",7422,3346,3326,CG,"I ORG",,,0,0,
"Estaba la paloma blanca","Orgambide, Pedro",7224,3148,3326,CG,"I ORG",,,0,0,
"Una sorpresa para Pompón","Origlio, Fabricio",9743,4772,3326,"Sector infantil","I ORI",,,0,0,
"El ecreto del oso hormiguero","Osés, Beatriz",10735,4283,3326,,"I OSE",,,0,0,
"El osito Misna",,6014,1487,3326,SALA,"I OSI",,,0,0,
"El osito Misna",,6015,1488,3326,SALA,"I OSI",,,0,0,
"Un viaje muy ""espacial""","Otero, Rodolfo",5631,1087,3326,SALA,"I OTE",,,0,0,
"Noches de laguna llena","Paglieta, Silvia",9981,3972,3326,,"I PAG",,,0,0,
"Cuentos y canciones en el bosque","Palopoli, Cristina",7694,3617,3326,CG,"I PAL",,,0,0,
Dinosaurios,"Palma, Miguel",9195,4076,3326,,"I PAL",,,0,0,
"La leyenda del algarrobo","Palermo, Miguel Ángel",7026,2950,3326,CG,"I PAL",,,0,0,
"Lo que cuentan los guaraníes","Palermo, Miguel Ángel",6398,2071,3326,CG,"I PAL",,,0,0,
"Lo que cuentan los mapuches","Palermo, Miguel Ángel",6682,2457,3326,CG,"I PAL",,,0,0,
"Lo que cuentan los Mapuches","Palermo, Miguel",5682,4048,3326,,"I PAL",,,0,0,
"Lo que cuentan los Tehuelches","Palermo, Miguel Ángel",6180,1718,3326,SALA,"I PAL",,,0,0,
"Lo que cuentan los tobas","Palermo, Miguel Ángel",6397,2070,3326,CG,"I PAL",,,0,0,
"Los Guaraníes","Palermo, Miguel Angel",10739,4893,3326,,"I PAL",,,0,0,
"Un cesto lleno de palabras","Farias, Juan",10769,4211,3326,,"I PAR",,,0,0,
"La sirena en la lata de sardinas","Pausewang, Gudrun",5873,984,3326,SALA,"I PAU",,,0,0,
"Paw patrol",,12247,6015,3326,"Sector infantil","I PAW",,,0,0,
"Ol otro lado del mundo","Pedraza, Graciela",7869,3792,3326,CG,"I PED",,,0,0,
"El peladito",,7743,3666,3326,CG,"I PEL",,,0,0,
"Pequeña lechuza","Marìa Luisa Garcìa ",10535,5413,3326,,"I PEQ",,,0,0,
"Barba azul","Perrault, Charles",7108,3032,3326,CG,"I PER",,,0,0,
"El pequeño hoplita","Pérez Reverte, Arturo",9095,5906,3326,"Sector infantil","I PER",,,0,0,
"El perro escurridizo",,11887,5610,3326,"Sector infantil","I PER",,,0,0,
"Había una vez un delfin","Aguilar, Graciela",9980,4133,3326,,"I PER",,,0,0,
"La bella durmiente ","Perrault, Charles",9159,4093,3326,,"I PER",,,0,0,
"Mayonesa y Bandoneón","Pérez Sabbi, Mercedes",10758,4234,3326,,"I PER",,,0,0,
"Pequeño Dragón aprende a volar","Aguilar, Pérez Graciela",8776,3996,3326,,"I PER",,,0,0,
Pulgarcito,"Perrault, Charles",5687,1132,3326,SALA,"I PER",,,0,0,
"Alma y Frin","Pescetti, Luis Maria",10971,4275,3326,,"I PES",,,0,0,
"Caperucita Roja","Pescetti, Luis María",5800,24,3326,SALA,"I PES",,,0,0,
"Caperucita Roja ","Pescetti, Luis María",7216,3140,3326,CG,"I PES",,,0,0,
"El pulpo está crudo","Pescetti, Luis María",5839,119,3326,SALA,"I PES",,,0,0,
Frin,"Pescetti, Luis María",8564,4730,3326,"Sector infantil","I PES",,,0,0,
"Historias de los señores Moc y Poc","Pescetti, Luis María",8851,5227,3326,,"I PES",,,0,0,
"Lejos de Frin","Pescetti, Luis María",8841,4729,3326,"Sector infantil","I PES",,,0,0,
"Libro loco","Pescador , Pipo",4432,1190,3326,SALA,"I PES",,,0,0,
Natacha,"Pescetti, Luis María",8561,5319,3326,,"I PES",,,0,0,
"El señor tormenta","Pez, Alberto",7181,3105,3326,CG,"I PEZ",,,0,0,
"La balada del Basilisco","Pez, Alberto",10752,4238,3326,,"I PEZ",,,0,0,
"La vida secreta de las pulgas","Pez, Alberto",7109,3033,3326,CG,"I PEZ",,,0,0,
Mimosaurio,"Pez, Alberto",12336,6096,3326,"Sector infantil","I PEZ",,,0,0,
"Tecitos de lágrimas de dragón","Pez, Alberto",5842,122,3326,SALA,"I PEZ",,,0,0,
"50 juegos para el pensamiento veloz","Phillips, Charles",9191,4051,3326,,"I PHI",,,0,0,
"Pensamiento Creativo","Phillips, Charles",9193,4047,3326,,"I PHI",,,0,0,
Colash,"Porcelli, Liza",9848,5096,3326,"Sector infantil","I PIL",,,0,0,
"La escuela no fue siempre así","Pineau, Pablo",8416,4067,3326,,"I PIN",,,0,0,
"Una mano","Piñon, Virginia",11095,4704,3326,"Sector infantil","I PIÑ",,,0,0,
"Cómo meterse adentro de las cosas","Fernández, Verónica",11970,5422,3326,,"I PIS",,,0,0,
"Como si no hubiera que cruzar el mar","Pisos, Cecilia",9089,5234,3326,,"I PIS",,,0,0,
"Dragones o pajaritos","Pisos, Cecilia",9109,5225,3326,"Sector infantil","I PIS",,,0,0,
"El pájaro suerte","Pisos, Cecilia",9962,5335,3326,"Sector infantil","I PIS",,,0,0,
"Esto no es una caja ","Pisos, Cecilia",11047,5808,3326,"Sector infantil","I PIS",,,0,0,
Invadido,"Pisos, Cecilia",11052,5223,3326,,"I PIS",,,0,0,
"No te acerques a este libro","Pisos, Cecilia",7392,3316,3326,CG,"I PIS",,,0,0,
"Tocarle el timbre al mar","Pisos, Cecilia",12389,6108,3326,"Sector infantil","I PIS",,,0,0,
"Letra por letra","Porcelli Piussi, Liza",9812,4060,3326,,"I PIU",,,0,0,
"La carta robada ","Poe Allan, Edgar",7981,5750,3326,"Sector infantil","I POE",,,0,0,
"El monito Bam-Bin","Poletti, Syria",6786,2673,3326,CG,"I POL",,,0,0,
"El pollito Sami",,7848,3771,3326,CG,"I POL",,,0,0,
"El gato bandido y otros versos","Pombo, Rafael",8797,3976,3326,,"I POM",,,0,0,
"Mitos griegos","Pope Osborne, Mary",5812,36,3326,SALA,"I POP",,,0,0,
Colash,"Porcelli, Liza",9757,5603,3326,"Sector infantil","I POR",,,0,0,
"Ivo en la galera","Porcelli, Liza",10855,4706,3326,"Sector infantil","I POR",,,0,0,
"Ivo en la galera","Porcelli, Liza",10885,5104,3326,"Sector infantil","I POR",,,0,0,
"Wanda La bruja","Portorrico, Cristina",8287,4754,3326,"Sector infantil","I POR",,,0,0,
"Formas con Luca y Manu",,8250,4578,3326,"Sector infantil","I POT",,,0,0,
"Opuestos con Luca y Manu",,8248,4577,3326,"Sector infantil","I POT",,,0,0,
Bestiario,"Poulin, Stéphane",10770,4215,3326,,"I POU",,,0,0,
"Príncipe negro",,6013,1486,3326,SALA,"I PR",,,0,0,
Pulgarcito,,6054,1526,3326,SALA,"I PUL",,,0,0,
"¿Qué hora es?",,6808,2704,3326,CG,"I QU",,,0,0,
"Qué me cuenta, maestro",,8800,5279,3326,,"I QUE",,,0,0,
"¿Qué le dijo?",,7141,3065,3326,CG,"I QUE",,,0,0,
"Cuentos de la selva","Quiroga, Horacio",5977,1367,3326,SALA,"I QUI",,,0,0,
Mafalda,Quino,10522,4768,3326,"Sector infantil","I QUI",,,0,0,
Mafalda,Quino,10865,5195,3326,,"I QUI",,,0,0,
"Mafalda ",Quino,8668,5984,3326,"Sector infantil","I QUI",,,0,0,
"Mafalda 1",Quino,7106,3030,3326,CG,"I QUI",,,0,0,
"Mafalda 1",Nik,8185,4858,3326,,"I QUI",,,0,0,
"Mafalda 1",Quino,8742,5679,3326,"Sector infantil","I QUI",,,0,0,
"Mafalda 2",,7107,3031,3326,CG,"I QUI",,,0,0,
"Mafalda 4",Quino,7712,3635,3326,CG,"I QUI",,,0,0,
"Mafalda 5",,7188,3112,3326,CG,"I QUI",,,0,0,
"Mafalda 5",Quino,7713,3636,3326,CG,"I QUI",,,0,0,
"Mafalda 6",Quino,7714,3637,3326,CG,"I QUI",,,0,0,
"Mafalda 8",Quino,7715,3638,3326,CG,"I QUI",,,0,0,
"Mafalda 9",Quino,7716,3639,3326,CG,"I QUI",,,0,0,
"¡Quiero que me asusten!",,7742,3665,3326,CG,"I QUI",,,0,0,
"Raíces del Chaco Salteño",,7690,3613,3326,CG,"I RAI",,,0,0,
"Charles Atlas también muere","Ramírez, Sergio",7890,3813,3326,CG,"I RAM",,,0,0,
"Del amor nacen los ríos","Ramos, María Cristina",6681,2456,3326,CG,"I RAM",,,0,0,
"La luna lleva un silencio","Ramos, María",10740,5259,3326,"Sector infantil","I RAM",,,0,0,
"Manual del pirata",,8687,6031,3326,"Sector infantil","I RAM",,,0,0,
"Ruedamares ","Ramos, María Cristina",10678,5235,3326,,"I RAM",,,0,0,
"Un monstruo en la calle Olavarría","Ramos Madero, Juan",8422,5733,3326,"Sector infantil","I RAM",,,0,0,
"Una gota de azul","Ramos, Cristina",12425,6116,3326,"Sector infantil","I RAM",,,0,0,
"Soy una Rana arbórea",,12101,5869,3326,"Sector infantil","I RAN",,,0,0,
"El ratón Pérez",,7741,3664,3326,CG,"I RAT",,,0,0,
"Nos miramos","Ratti, Maria",10483,4705,3326,"Sector infantil","I RAT",,,0,0,
"El caprichoso volador","Reinaudi, Silvina",7606,3530,3326,CG,"I REI",,,0,0,
"El invento de Clotilda","Reinaudi, Silvina",8278,4123,3326,,"I REI",,,0,0,
"Sopa de piedra","Reinaudi, Silvina",7765,3688,3326,CG,"I REI",,,0,0,
"Una reina abeja",,4427,1183,3326,SALA,"I REI",,,0,0,
Zanahorio,"Renard, Jules",7298,3222,3326,CG,"I REN",,,0,0,
"Casa con Duendes","Repún, Graciela",8774,4003,3326,,"I REP",,,0,0,
"Gusti, en el misterio del ojo de Amarú","Repún, Graciela",10830,4253,3326,,"I REP",,,0,0,
"Leyendas Argentinas","Repún , Graciela",5900,1147,3326,SALA,"I REP",,,0,0,
"Monstruos al teatro","Repún, Graciela",7250,3174,3326,CG,"I REP",,,0,0,
"Una bruja casi perfecta","Repún, Graciela",8806,5469,3326,"Sector infantil","I REP",,,0,0,
"Yo no tengo un vecino foca","Repún, Graciela",7283,3207,3326,CG,"I REP",,,0,0,
"Del algarrobo del cielo","Rey, Rosa María",7783,3706,3326,CG,"I REY",,,0,0,
"Doro el portillo","Eva Rey",10567,5414,3326,,"I REY",,,0,0,
"El perro inventado","Rey, Rosa María",7271,3195,3326,CG,"I REY",,,0,0,
"El rey león",,12244,6018,3326,"Sector infantil","I REY",,,0,0,
"Fito, el perro","Rey, Eva",10565,5972,3326,"Sector infantil","I REY",,,0,0,
"Leyendas de la Patagonia","Rey, Eva",10089,4073,3326,,"I REY",,,0,0,
"Milo, el viento","Rey, Eva",7843,3766,3326,CG,"I REY",,,0,0,
"Pacho, El oso","Rey, Eva",12116,5868,3326,"Sector infantil","I REY",,,0,0,
"¡Buen viaje, pingüinos!","Rey, Eva",7289,3213,3326,CG,"I REY",,,0,0,
"El león y la aurora","Rithner, Juan Raúl",7426,3350,3326,CG,"I RIT",,,0,0,
"Buenas noches, Laika","Riva Palacio Obón, Martha",11341,5290,3326,,"I RIV",,,0,0,
"Cuentos con tías","Rivera, Iris",10728,5263,3326,,"I RIV",,,0,0,
¿Dale?,"Rivera, Iris",8778,3998,3326,,"I RIV",,,0,0,
"Robin Hood",,7246,3170,3326,CG,"I ROB",,,0,0,
"Mateo y gato rojo","Rocha, Silvina",9207,4026,3326,,"I ROC",,,0,0,
"Mateo y su gato rojo","Rocha, Silvina",9873,4041,3326,,"I ROC",,,0,0,
"Cuentos para jugar","Rodari, Gianni",8454,4001,3326,,"I ROD",,,0,0,
"Don gusano busca casa","Rodríguez, Susana",6787,2674,3326,CG,"I ROD",,,0,0,
"El hombrecito de la lluvia","Rodari, Gianni",8152,4036,3326,,"I ROD",,,0,0,
"Los enanos de Mantua","Rodari, Gianni",6557,2255,3326,CG,"I ROD",,,0,0,
"Los traspiés de Alicia Paf","Rodari, Gianni",9135,5305,3326,,"I ROD",,,0,0,
"Luciano el elefante celeste","Emiliano Rodriguez Egaña",9865,5398,3326,,"I ROD",,,0,0,
"Rimas de luna","Ródenas, Antonia",7284,3208,3326,CG,"I ROD",,,0,0,
"Había una vez una","Rojas, Oscar",12125,5854,3326,"Sector infantil","I ROJ",,,0,0,
"Una respuesta para Alicia","RosaS, Diego",9871,4066,3326,,"I ROJ",,,0,0,
Bestiario,"Roldán , Gustavo",7611,3535,3326,CG,"I ROL",,,0,0,
"Cada cual se divierte como puede","Roldán, Gustavo",8323,3961,3326,,"I ROL",,,0,0,
"Cada cual se divierte como puede","Roldán, Gustavo",8432,3986,3326,,"I ROL",,,0,0,
"Carnavales eran los de antes","Roldán, Gustavo",8775,3999,3326,,"I ROL",,,0,0,
"Como si el ruido pudiera molestar","Roldán  , Gustavo",5803,27,3326,SALA,"I ROL",,,0,0,
"Cuento con sapo y arco iris","Roldán, Gustavo",8154,5807,3326,"Sector infantil","I ROL",,,0,0,
"Cuentos con plumas y sin plumas","Roldán, Gustavo",7355,3279,3326,CG,"I ROL",,,0,0,
"Cuentos de las mil y una noches","Roldán, Gustavo",11007,4913,3326,,"I ROL",,,0,0,
"Cuentos de mundos lejanos","Roldán, Gustavo",12232,6002,3326,"Sector infantil","I ROL",,,0,0,
"Cuentos de Pedro Urdemales","Roldán, Gustavo",6181,1719,3326,SALA,"I ROL",,,0,0,
"Dibujos de artistas geniales","Rolf, Taina",10614,5774,3326,"Sector infantil","I ROL",,,0,0,
"Dibujos para el alma","Rolf, Taina",10479,4795,3326,"Sector infantil","I ROL",,,0,0,
"Dibujos para el alma","Rolf, Taina",11002,5785,3326,"Sector infantil","I ROL",,,0,0,
Doodles,"Rolf, Taina",11004,5784,3326,"Sector infantil","I ROL",,,0,0,
Dragón,"Roldán, Gustavo",5815,39,3326,SALA,"I ROL",,,0,0,
"El carnaval de los sapos","Roldán, Gustavo",7277,3201,3326,CG,"I ROL",,,0,0,
"El enmascarado no se rinde","Roldán, Gustavo",6818,2714,3326,CG,"I ROL",,,0,0,
"El hombre que pisó su sombra","Roldán, Gustavo",7772,3695,3326,CG,"I ROL",,,0,0,
"El hombre que pisó su sombra","Roldán, Gustavo",8261,3975,3326,,"I ROL",,,0,0,
"El libro de los gnomos,los gigantes y los duendes","Roggio, Patricia",11389,5098,3326,"Sector infantil","I ROL",,,0,0,
"El monte era una fiesta","Gustavo Roldan",8418,5399,3326,,"I ROL",,,0,0,
"El regreso del bicho colorado","Roldán, Gustavo",12424,6097,3326,"Sector infantil","I ROL",,,0,0,
"El último dragón","Roldán, Gustavo",8324,3962,3326,,"I ROL",,,0,0,
"El viaje más largo del mundo","Roldán, Gustavo",6856,2752,3326,CG,"I ROL",,,0,0,
"El viaje más largo del mundo","Roldán, Gustavo",8217,3966,3326,,"I ROL",,,0,0,
"El vuelo del sapo","Roldán , Gustavo",7350,3274,3326,CG,"I ROL",,,0,0,
"Historia del dragón y la princesa","Roldán, Gustavo",8218,3973,3326,,"I ROL",,,0,0,
"La canción del bicho colorado","Roldán, Gustavo",8578,5245,3326,,"I ROL",,,0,0,
"La chuña y el Zorro y otros cuentos","Roldán, Laura",9063,4045,3326,,"I ROL",,,0,0,
"La dama o el tigre","Roldán, Gustavo",6850,2746,3326,CG,"I ROL",,,0,0,
"La leyenda del bicho colorado","Roldán, Gustavo",6016,1489,3326,SALA,"I ROL",,,0,0,
"La marca del zorro","Roldán, Gustavo",6819,2715,3326,CG,"I ROL",,,0,0,
"La noche del elefante","Roldán, Gustavo",8326,3960,3326,,"I ROL",,,0,0,
"La noche del elefante","Roldán, Gustavo",8431,3985,3326,,"I ROL",,,0,0,
"Las tres dudas del bicho colorado","Roldán, Gustavo",10272,5221,3326,"Sector infantil","I ROL",,,0,0,
Mandalas,"Rolf, Taina",11001,4991,3326,,"I ROL",,,0,0,
Mandalas,"Rolf, Taina",8585,5773,3326,"Sector infantil","I ROL",,,0,0,
"Mandalas Hacia la unidad espiritual","Rolf, Taina",9909,5786,3326,"Sector infantil","I ROL",,,0,0,
"Mi animalito","Roldán, Gustavo",7226,3150,3326,CG,"I ROL",,,0,0,
"Mi primer libro de mandalas","Rolf, Taina",11821,5792,3326,"Sector infantil","I ROL",,,0,0,
Muchobicho,"Roldán, Laura",7261,3185,3326,CG,"I ROL",,,0,0,
"Para encontrar un tigre","Roldán, Gustavo",10328,4926,3326,,"I ROL",,,0,0,
Patagonia,"Roldan, Gustavo",10290,5001,3326,,"I ROL",,,0,0,
"Pedro Urdemales y el árbol de plata","Roldán, Gustavo",5923,1199,3326,SALA,"I ROL",,,0,0,
"Prohibido el elefante","Roldán, Gustavo",9762,5280,3326,,"I ROL",,,0,0,
"Sapo en Buenos Aires","Roldán, Gustavo",2261,1045,3326,SALA,"I ROL",,,0,0,
"Sapo en Buenos Aires","Roldán, Gustavo",8419,3965,3326,,"I ROL",,,0,0,
"Tarde de circo","Roldán, Gustavo",12339,6112,3326,"Sector infantil","I ROL",,,0,0,
"Todos los juegos el juego","Roldán, Gustavo",8325,3963,3326,,"I ROL",,,0,0,
"Vi un árbol","Roldán , Gustavo",7222,3146,3326,CG,"I ROL",,,0,0,
"Zentangle ","Rolf, Taina",11378,4373,3326,,"I ROL",,,0,0,
"Zentangle 3","Rolf, Taina",11003,4992,3326,,"I ROL",,,0,0,
"¿Qué son los documentos?","Roldán, Laura",2281,1180,3326,SALA,"I ROL",,,0,0,
"La Duenda","Rosero Diago, Evelio",10824,4223,3326,,"I ROS",,,0,0,
"La isla celeste","Rosenberg, Sara",10.311,4312,3326,,"I ROS",,,0,0,
"Teodoro y la luna"," Rovner,Eduardo",8196,5363,3326,,"I ROV",,,0,0,
"Los dinosaurios de las seis de la tarde","Rúa, Víctoria",11962,5425,3326,"Sector infantil","I RUA",,,0,0,
"Cenicienta no escarmienta y otros cuentos con pimienta","Saavedra, Guillermo",7052,2976,3326,CG,"I SAA",,,0,0,
Autos,"Sacks, Janet",8319,5775,3326,"Sector infantil","I SAC",,,0,0,
"La casa de los sueños","Sáez, Gabriel",12335,6099,3326,"Sector infantil","I SAE",,,0,0,
"El Principito","De Saint-Exupéry, Antoine",4404,4114,3326,,"I SAI",,,0,0,
"Cuentos crueles",Saki,2259,1090,3326,SALA,"I SAK",,,0,0,
"Cuentos crueles",Saki,5898,1145,3326,SALA,"I SAK",,,0,0,
"Cuentos Crueles",Saki,8443,4108,3326,,"I SAK",,,0,0,
"De paseo por el mundo",,5747,1447,3326,SALA,"I SAL",,,0,0,
"La escondida","Salinas, Luis",7270,3194,3326,CG,"I SAL",,,0,0,
Sandokán,"Salgari, Emilio",9749,5103,3326,"Sector infantil","I SAL",,,0,0,
Sandokán,"Salgari, Emilio",7969,5749,3326,"Sector infantil","I SAL",,,0,0,
"cuentos chilenos","Santa-Cruz Ossa, Blanca",7014,2938,3326,CG,"I SAN",,,0,0,
"El sol es un techo altísimo","Santirso, Liliana",7423,3347,3326,CG,"I SAN",,,0,0,
"Las increíbles historias del Circo de José","Sandoval, Christian",8703,5284,3326,,"I SAN",,,0,0,
"Lucas Lenz y la mano del emperador","Santis, Pablo de",5902,1149,3326,SALA,"I SAN",,,0,0,
"Lucas Lenz y la mano del emperador","De Santis, Pablo",8861,5237,3326,,"I SAN",,,0,0,
Revolución,Sara,10774,4226,3326,,"I SAR",,,0,0,
